FileCode,SumASRSuccess,ContextSumASRSuccess,PercentASRSuccess,SumTimeOutPrompts,ContextSumTimeOutPrompts,PercentTimeOutPrompts,SumASRRejections,ContextSumASRRejections,PercentASRRejections,SumTimeOuts_ASRRej,ContextSumTimeOuts_ASRRej,PercentTimeOuts_ASRRej,Barged-In?,SumBarge-Ins,ContextSumBarge-Ins,PercentBarge-Ins,ASRConfidence,MeanASRConfidence,ContextMeanASRConfidence,UTD,UnExMo?,SumUnExMo,ContextSumUnExMo,PercentUnExMo,WPUT,WPST,HelpRequest?,SumHelpRequests,ContextSumHelpRequest,PercentHelpRequest,DD,RoleIndex,RePrompt?,SumRePrompts,ContextSumRePrompts,PercentRePrompts,SumExchanges,SumSystemTurns,SumUserTurns,SumSystemQuestions,ContextSumSystemQuestions,IQ1,IQ2,IQ3,IQAverage,ExMo_both,ExMo_none,ExMo_speech,ActivityType_Announcement,ActivityType_Confirmation,ActivityType_Question,ActivityType_wait,RoleName_collection,RoleName_confimation,LoopName_Retry1,LoopName_Retry2,LoopName_Retry3,LoopName_Retry4,LoopName_Retry5,LoopName_Retry6,LoopName_Retry7,LoopName_Retry8,LoopName_Timeout1,LoopName_Timeout2,LoopName_initial
2061122023,6,2,0.857142857142857,0,0,0,1,0,0.142857142857143,1,0,0.142857142857143,1,3,1,0.428571428571429,0.48042,0.396532727272727,0.73983,1.05875,0,0,0,0,3,8,0,0,0,0,43,1,0.0,1,0,0.142857142857143,10.0,11.0,7.0,3,1,4,4,4,4,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2061122023,7,3,0.875,0,0,0,1,0,0.125,1,0,0.125,0,3,1,0.375,0.93141,0.441105833333333,0.74291,0.62675,0,0,0,0,2,8,0,0,0,0,45,2,1.0,2,1,0.25,11.0,12.0,8.0,3,1,4,3,4,4,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
2061122023,7,2,0.875,0,0,0,1,0,0.125,1,0,0.125,0,3,1,0.375,0.0,0.407174615384615,0.74291,0,0,0,0,0,0,1,0,0,0,0,50,1,0.0,2,1,0.25,12.0,13.0,8.0,3,0,4,3,4,4,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2061122023,8,2,0.888888888888889,0,0,0,1,0,0.111111111111111,1,0,0.111111111111111,0,3,0,0.333333333333333,0.92991,0.444512857142857,0.78058,0.83475,0,0,0,0,2,5,0,0,0,0,50,1,0.0,2,1,0.222222222222222,13.0,14.0,9.0,4,1,4,3,4,4,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2061122023,8,1,0.8,0,0,0,2,1,0.2,2,1,0.2,0,3,0,0.3,0.0,0.414878666666667,0.62044,0.73875,0,0,0,0,2,8,0,0,0,0,57,1,0.0,2,0,0.2,14.0,15.0,10.0,4,1,4,2,3,3,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2061122023,9,2,0.818181818181818,0,0,0,2,1,0.181818181818182,2,1,0.181818181818182,1,4,1,0.363636363636364,0.86235,0.442845625,0.59742,0.70675,0,0,0,0,2,19,0,0,0,0,61,2,1.0,3,1,0.272727272727273,15.0,16.0,11.0,4,1,3,2,3,3,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
2061122023,10,2,0.833333333333333,0,0,0,2,1,0.166666666666667,2,1,0.166666666666667,0,4,1,0.333333333333333,0.92276,0.471075882352941,0.595036666666667,0.80275,0,0,0,0,2,6,0,0,0,0,62,1,0.0,3,1,0.25,16.0,17.0,12.0,5,1,3,1,3,3,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2061122023,10,2,0.769230769230769,0,0,0,3,1,0.230769230769231,3,1,0.230769230769231,1,5,2,0.384615384615385,0.0,0.444905,0.595036666666667,1.84275,0,0,0,0,4,11,0,0,0,0,65,1,0.0,3,1,0.230769230769231,17.0,18.0,13.0,5,1,2,1,2,2,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2061122023,11,2,0.785714285714286,0,0,0,3,1,0.214285714285714,3,1,0.214285714285714,1,6,2,0.428571428571429,1.0,0.474120526315789,0.64092,0.93075,0,0,0,0,2,20,0,0,0,0,68,2,1.0,4,1,0.285714285714286,18.0,19.0,14.0,5,1,3,1,2,2,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
2061122023,11,1,0.785714285714286,0,0,0,3,1,0.214285714285714,3,1,0.214285714285714,0,6,2,0.428571428571429,0.0,0.4504145,0.64092,0,0,0,0,0,0,1,0,0,0,0,75,1,0.0,4,1,0.285714285714286,19.0,20.0,14.0,5,0,3,1,2,2,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2061122023,11,1,0.733333333333333,1,1,0.0666666666666667,3,0,0.2,4,1,0.266666666666667,0,6,1,0.4,0.0,0.42896619047619,0.333333333333333,0,0,0,0,0,0,8,0,0,0,0,75,1,0.0,4,1,0.266666666666667,20.0,21.0,14.0,5,0,3,1,2,2,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True
2061122023,11,0,0.733333333333333,1,1,0.0666666666666667,3,0,0.2,4,1,0.266666666666667,0,6,0,0.4,0.0,0.409467727272727,0.333333333333333,0,0,0,0,0,0,25,0,0,0,0,76,1,0.0,4,0,0.266666666666667,21.0,22.0,14.0,5,0,4,2,3,3,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2061122023,11,0,0.6875,2,2,0.125,3,0,0.1875,5,2,0.3125,0,6,0,0.375,0.0,0.391664782608696,0.333333333333333,0,0,0,0,0,0,45,0,0,0,0,76,1,0.0,4,0,0.25,22.0,23.0,14.0,6,1,4,2,3,3,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2061122024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0.0,0,0,0,0.0,1.0,0.0,0,0,,5,5,5,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2061122024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,1,0.0,0,0,0,1.0,2.0,0.0,0,0,,5,5,5,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2061122024,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.3276,0.1092,0.3276,1.31475,0,0,0,0,2,6,0,0,0,0,0,1,0.0,0,0,0,2.0,3.0,1.0,1,1,4,5,5,5,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2061122024,2,2,1,0,0,0,0,0,0,0,0,0,1,2,2,1,0.41766,0.186315,0.37263,1.45875,0,0,0,0,2,6,0,0,0,0,15,1,0.0,0,0,0,3.0,4.0,2.0,1,1,4,4,4,4,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2061122024,2,2,0.666666666666667,0,0,0,1,1,0.333333333333333,1,1,0.333333333333333,0,2,2,0.666666666666667,0.0,0.149052,0.24842,2.24275,0,0,0,0,2,6,0,0,0,0,17,2,1.0,1,1,0.333333333333333,4.0,5.0,3.0,1,1,3,3,4,3,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
2061122024,3,2,0.75,0,0,0,1,1,0.25,1,1,0.25,0,2,1,0.5,0.8373,0.26376,0.41832,0.70675,0,0,0,0,2,19,0,0,0,0,21,3,1.0,2,2,0.5,5.0,6.0,4.0,1,0,3,4,3,3,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
2061122024,3,1,0.75,0,0,0,1,1,0.25,1,1,0.25,0,2,0,0.5,0.0,0.22608,0.41832,0,0,0,0,0,0,1,0,0,0,0,30,1,0.0,2,2,0.5,6.0,7.0,4.0,1,0,4,4,3,4,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2061122024,3,1,0.75,0,0,0,1,0,0.25,1,0,0.25,0,2,0,0.5,0.0,0.19782,0.41832,0,0,0,0,0,0,36,0,0,0,0,30,1,0.0,2,1,0.5,7.0,8.0,4.0,1,0,4,4,3,4,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2061122024,4,1,0.8,0,0,0,1,0,0.2,1,0,0.2,0,2,0,0.4,0.36991,0.216941111111111,0.402403333333333,2.13075,0,0,0,0,2,6,0,0,0,0,30,1,0.0,2,0,0.4,8.0,9.0,5.0,2,1,4,4,3,4,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2061122024,5,2,0.833333333333333,0,0,0,1,0,0.166666666666667,1,0,0.166666666666667,0,2,0,0.333333333333333,0.84075,0.279322,0.682653333333333,1.20275,0,0,0,0,2,8,0,0,0,0,60,1,0.0,2,0,0.333333333333333,9.0,10.0,6.0,2,1,4,4,4,4,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2061122024,5,2,0.833333333333333,0,0,0,1,0,0.166666666666667,1,0,0.166666666666667,0,2,0,0.333333333333333,0.0,0.253929090909091,0.682653333333333,0,0,0,0,0,0,1,0,0,0,0,66,1,0.0,2,0,0.333333333333333,10.0,11.0,6.0,2,1,4,4,4,4,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2061122024,6,2,0.857142857142857,0,0,0,1,0,0.142857142857143,1,0,0.142857142857143,0,2,0,0.285714285714286,0.53403,0.277270833333333,0.581563333333333,4.86675,0,0,0,0,5,6,0,0,0,0,66,1,0.0,2,0,0.285714285714286,11.0,12.0,7.0,3,1,5,4,4,4,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2061122024,7,2,0.875,0,0,0,1,0,0.125,1,0,0.125,0,2,0,0.25,0.92543,0.327129230769231,0.766736666666667,0.97875,0,0,0,0,2,10,0,0,0,0,74,1,0.0,2,0,0.25,12.0,13.0,8.0,3,1,5,4,4,4,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2061122024,7,2,0.875,0,0,0,1,0,0.125,1,0,0.125,0,2,0,0.25,0.0,0.303762857142857,0.766736666666667,0,0,0,0,0,0,1,0,0,0,0,80,1,0.0,2,0,0.25,13.0,14.0,8.0,3,1,5,4,4,4,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2061122024,8,2,0.888888888888889,0,0,0,1,0,0.111111111111111,1,0,0.111111111111111,0,2,0,0.222222222222222,0.69153,0.329614,0.716996666666667,1.68275,0,0,0,0,3,4,0,0,0,0,80,1,0.0,2,0,0.222222222222222,14.0,15.0,9.0,4,1,5,5,4,5,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2061122024,9,2,0.9,0,0,0,1,0,0.1,1,0,0.1,0,2,0,0.2,0.916,0.366263125,0.84432,1.71475,0,0,0,0,2,7,0,0,0,0,86,1,0.0,2,0,0.2,15.0,16.0,10.0,4,1,5,5,4,5,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2061122024,9,2,0.9,0,0,0,1,0,0.1,1,0,0.1,0,2,0,0.2,0.0,0.344718235294118,0.84432,0,0,0,0,0,0,1,0,0,0,0,91,1,0.0,2,0,0.2,16.0,17.0,10.0,4,1,5,4,4,4,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2061122024,10,2,0.909090909090909,0,0,0,1,0,0.0909090909090909,1,0,0.0909090909090909,0,2,0,0.181818181818182,0.68473,0.363607777777778,0.764086666666667,5.37875,0,0,0,0,2,8,0,0,0,0,91,1,0.0,2,0,0.181818181818182,17.0,18.0,11.0,5,1,4,5,3,4,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2061122024,10,1,0.833333333333333,0,0,0,2,1,0.166666666666667,2,1,0.166666666666667,1,3,1,0.25,0.0,0.34447052631579,0.533576666666667,1.58675,0,0,0,0,4,8,0,0,0,0,98,1,0.0,2,0,0.166666666666667,18.0,19.0,12.0,5,1,3,3,3,3,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2061122024,11,2,0.846153846153846,0,0,0,2,1,0.153846153846154,2,1,0.153846153846154,0,3,1,0.230769230769231,0.91681,0.3730875,0.533846666666667,1.23475,0,0,0,0,2,8,0,0,0,0,100,2,1.0,3,1,0.230769230769231,19.0,20.0,13.0,5,1,4,3,3,3,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
2061122024,12,2,0.857142857142857,0,0,0,2,1,0.142857142857143,2,1,0.142857142857143,0,3,1,0.214285714285714,0.21987,0.365791428571429,0.378893333333333,1.28275,0,0,0,0,2,8,0,0,0,0,104,1,0.0,3,1,0.214285714285714,20.0,21.0,14.0,6,1,3,3,3,3,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2061122024,12,2,0.8,1,1,0.0666666666666667,2,0,0.133333333333333,3,1,0.2,0,3,0,0.2,0.0,0.349164545454546,0.378893333333333,0,0,0,0,0,0,5,0,0,0,0,107,2,1.0,4,2,0.266666666666667,21.0,22.0,14.0,7,2,3,3,3,3,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False
2061122024,13,2,0.8125,1,1,0.0625,2,0,0.125,3,1,0.1875,1,4,1,0.25,0.71108,0.3649,0.310316666666667,1.98675,0,0,0,0,2,8,0,0,0,0,107,3,0.0,4,1,0.25,22.0,23.0,15.0,8,3,3,3,3,3,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
2061122024,14,2,0.823529411764706,1,1,0.0588235294117647,2,0,0.117647058823529,3,1,0.176470588235294,0,4,1,0.235294117647059,0.91383,0.387772083333333,0.541636666666667,1.63475,0,0,0,0,2,10,0,0,0,0,111,1,0.0,4,1,0.235294117647059,23.0,24.0,16.0,8,2,4,4,3,4,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2061122024,14,2,0.823529411764706,1,0,0.0588235294117647,2,0,0.117647058823529,3,0,0.176470588235294,0,4,1,0.235294117647059,0.0,0.3722612,0.541636666666667,0,0,0,0,0,0,1,0,0,0,0,117,1,0.0,4,0,0.235294117647059,24.0,25.0,16.0,8,1,4,4,3,4,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2061122024,14,1,0.777777777777778,2,1,0.111111111111111,2,0,0.111111111111111,4,1,0.222222222222222,0,4,0,0.222222222222222,0.0,0.357943461538462,0.541636666666667,0,0,0,0,0,0,7,0,0,0,0,117,1,0.0,4,0,0.222222222222222,25.0,26.0,16.0,8,0,4,4,3,4,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True
2061122024,14,0,0.777777777777778,2,1,0.111111111111111,2,0,0.111111111111111,4,1,0.222222222222222,0,4,0,0.222222222222222,0.0,0.344686296296296,0.541636666666667,0,0,0,0,0,0,14,0,0,0,0,119,1,0.0,4,0,0.222222222222222,26.0,27.0,16.0,8,0,4,4,3,4,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
